20210613339548286481 	,                    	,2021-06-13 05:19:42 ,                    ,2021-06-13 05:19:42 ,支付宝网站     ,即时到账交易          ,天弘基金管理有限公司      ,余额宝-2021.06.12-收益发放 ,0.14    ,        ,交易成功    ,0.00     ,0.00     ,                    ,已收入      ,
20210612001080070004480025737191	,                    	,2021-06-12 23:35:51 ,                    ,2021-06-12 23:35:55 ,支付宝网站     ,即时到账交易          ,基金组合-蚂蚁（杭州）基金销售有限公司,基金组合-我要稳稳的幸福Pro-买入  ,2000.00 ,        ,付款成功，份额确认中,0.00     ,0.00     ,                    ,已支出      ,
2021061222001413481411705125	,1020210612192825196730	,2021-06-12 19:28:25 ,2021-06-12 19:28:26 ,2021-06-12 19:28:26 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,成都金控数据服务有限公司    ,天府通扫码乘车             ,3.60    ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2021061222001413481412308855	,46234933762612691213485	,2021-06-12 18:22:57 ,2021-06-12 18:23:02 ,2021-06-12 18:23:02 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,张德怀             ,收钱码收款               ,16.00   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2021061222001413481412223851	,1020210612165033873835	,2021-06-12 16:50:34 ,2021-06-12 16:50:35 ,2021-06-12 16:50:35 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,成都金控数据服务有限公司    ,天府通扫码乘车             ,3.60    ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2021061222001113481412016145	,T200P1866933037419847864	,2021-06-12 10:40:27 ,2021-06-12 10:40:33 ,2021-06-13 09:59:21 ,淘宝        ,支付宝担保交易         ,天猫超市            ,伊利安慕希原味酸奶205g*16盒营养早餐儿童牛奶整箱批发特价,0.00    ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2021061222001113481411736967	,T200P1865807712511847864	,2021-06-12 10:29:14 ,                    ,2021-06-12 10:35:46 ,淘宝        ,支付宝担保交易         ,天猫超市            ,伊利安慕希原味酸奶205g*16盒营养早餐儿童牛奶整箱批发特价,0.00    ,        ,交易关闭    ,0.00     ,0.00     ,                    ,         ,
20210612326744227481 	,                    	,2021-06-12 02:40:14 ,                    ,2021-06-12 02:40:14 ,支付宝网站     ,即时到账交易          ,天弘基金管理有限公司      ,余额宝-2021.06.11-收益发放 ,0.14    ,        ,交易成功    ,0.00     ,0.00     ,                    ,已收入      ,
20210612210500101000480024322040	,20210612210500501000480001135839	,2021-06-12 01:58:29 ,2021-06-12 01:58:29 ,2021-06-12 01:58:29 ,支付宝网站     ,即时到账交易          ,天弘基金管理有限公司      ,余额宝-自动转入            ,19.60   ,        ,交易成功    ,0.00     ,0.00     ,                    ,资金转移     ,
2021061122001413481411516908	,16260973417898222911701	,2021-06-11 21:25:03 ,2021-06-11 21:25:04 ,2021-06-11 21:25:04 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,苏宁易购平台商户        ,苏宁易购商品              ,25.50   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
20210611110070001506110084322825	,20210611122359777001000011962489	,2021-06-11 12:24:00 ,2021-06-11 12:24:00 ,2021-06-11 12:24:00 ,支付宝网站     ,即时到账交易          ,钉钉红包            ,钉钉红包提现              ,19.60   ,收入      ,交易成功    ,0.00     ,0.00     ,                    ,已收入      ,
2021061122001413481410712003	,1020210611093055229127	,2021-06-11 09:30:55 ,2021-06-11 09:30:56 ,2021-06-11 09:30:56 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,成都金控数据服务有限公司    ,天府通扫码乘车             ,1.80    ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
20210611326517752481 	,                    	,2021-06-11 05:28:27 ,                    ,2021-06-11 05:28:27 ,支付宝网站     ,即时到账交易          ,天弘基金管理有限公司      ,余额宝-2021.06.10-收益发放 ,0.15    ,        ,交易成功    ,0.00     ,0.00     ,                    ,已收入      ,
2021061022001413481410855109	,104321968690001512508932	,2021-06-10 22:02:59 ,2021-06-10 22:03:00 ,2021-06-10 22:33:02 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,高德打车入驻商户        ,高德地图打车订单            ,8.04    ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
20210610901080070004480025666834	,                    	,2021-06-10 12:50:28 ,                    ,2021-06-10 12:50:33 ,支付宝网站     ,即时到账交易          ,基金组合-蚂蚁（杭州）基金销售有限公司,基金组合-我要稳稳的幸福Pro-买入  ,3000.00 ,        ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2021061022001413481409588582	,11090600721061051248786846478	,2021-06-10 09:32:43 ,2021-06-10 09:32:49 ,2021-06-10 09:32:49 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,上海轩盒            ,莲花白1.2kg等6类商品       ,14.14   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2021061022001413481410831477	,1020210610091805102895	,2021-06-10 09:18:05 ,2021-06-10 09:18:06 ,2021-06-10 09:18:06 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,成都金控数据服务有限公司    ,天府通扫码乘车             ,1.80    ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
20210610318468020481 	,                    	,2021-06-10 04:08:38 ,                    ,2021-06-10 04:08:38 ,支付宝网站     ,即时到账交易          ,天弘基金管理有限公司      ,余额宝-2021.06.09-收益发放 ,0.14    ,        ,交易成功    ,0.00     ,0.00     ,                    ,已收入      ,
2021060929020841480131960469	,                    	,2021-06-09 20:55:07 ,2021-06-09 20:55:07 ,2021-06-09 20:55:07 ,支付宝网站     ,即时到账交易          ,花呗              ,主动还款-花呗2021年07月-2022年05月账单,8367.62 ,        ,还款成功    ,0.00     ,0.00     ,                    ,资金转移     ,
2021060929020101480139253780	,                    	,2021-06-09 20:52:06 ,2021-06-09 20:52:07 ,2021-06-09 20:52:07 ,支付宝网站     ,即时到账交易          ,花呗              ,主动还款-花呗2021年06月账单   ,2748.34 ,        ,还款成功    ,0.00     ,0.00     ,                    ,资金转移     ,
2021060922001413481409932529	,21060970188832872313	,2021-06-09 18:13:19 ,2021-06-09 18:13:20 ,2021-06-09 18:13:20 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,饿了么             ,企业订单                ,1.00    ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
20210609200040011100610088274379	,                    	,2021-06-09 15:51:23 ,2021-06-09 15:51:37 ,2021-06-09 15:51:37 ,支付宝网站     ,即时到账交易          ,Wendy           ,磁课英语花呗分期贴息          ,673.00  ,收入      ,交易成功    ,0.00     ,0.00     ,磁课英语花呗分期贴息          ,已收入      ,
2021060922001413481409240765	,4912660000482200017895053832973547	,2021-06-09 12:16:44 ,2021-06-09 12:16:46 ,2021-06-09 12:16:46 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,咱家猪肝面成都银泰城店     ,咱家猪肝面成都银泰城店         ,13.00   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2021060922001413481409791728	,1020210609091534014651	,2021-06-09 09:15:35 ,2021-06-09 09:15:36 ,2021-06-09 09:15:36 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,成都金控数据服务有限公司    ,天府通扫码乘车             ,1.80    ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
20210609311155508481 	,                    	,2021-06-09 04:32:52 ,                    ,2021-06-09 04:32:52 ,支付宝网站     ,即时到账交易          ,天弘基金管理有限公司      ,余额宝-2021.06.08-收益发放 ,0.14    ,        ,交易成功    ,0.00     ,0.00     ,                    ,已收入      ,
2021060822001113481410222951	,T200P1860162051036847864	,2021-06-08 22:24:49 ,2021-06-08 22:24:53 ,2021-06-13 10:02:47 ,淘宝        ,支付宝担保交易         ,天猫超市            ,谷物主义岩烧乳酪吐司奶酪面包糕点300g整箱面包营养早餐下午茶 等多件,0.00    ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2021060822001113481409161515	,T100P1856814516354847864	,2021-06-08 12:21:31 ,2021-06-08 12:21:33 ,2021-06-08 12:21:34 ,淘宝        ,支付宝担保交易         ,中国移动官方旗舰店       ,手机充值                ,10.00   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2021060822001413481408952386	,000000000208356200455926764	,2021-06-08 11:57:28 ,2021-06-08 11:57:29 ,2021-06-08 11:57:29 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,大米先生(银泰城店)      ,大米银泰城店 收银员:182****9485,13.90   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
20210608001080070004480025568373	,                    	,2021-06-08 09:38:53 ,                    ,2021-06-08 09:40:42 ,支付宝网站     ,即时到账交易          ,基金组合-蚂蚁（杭州）基金销售有限公司,基金组合-我要稳稳的幸福Pro-买入  ,2000.00 ,        ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
20210608110000010000480000655540	,                    	,2021-06-08 09:30:37 ,                    ,2021-06-09 14:27:57 ,支付宝网站     ,即时到账交易          ,蚂蚁财富-蚂蚁（杭州）基金销售有限公司,蚂蚁财富-帮你投-买入         ,10000.00,        ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2021060822001413481409075944	,1020210608092319979093	,2021-06-08 09:23:19 ,2021-06-08 09:23:20 ,2021-06-08 09:23:20 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,成都金控数据服务有限公司    ,天府通扫码乘车             ,1.80    ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
20210608303876158481 	,                    	,2021-06-08 04:39:24 ,                    ,2021-06-08 04:39:24 ,支付宝网站     ,即时到账交易          ,天弘基金管理有限公司      ,余额宝-2021.06.07-收益发放 ,0.15    ,        ,交易成功    ,0.00     ,0.00     ,                    ,已收入      ,
2021060722001413481408862952	,21060770188638062213	,2021-06-07 18:53:32 ,2021-06-07 18:53:33 ,2021-06-07 18:53:33 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,饿了么             ,企业订单                ,8.80    ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2021060722001413481408291563	,3120180330024764010461368603650764652801144	,2021-06-07 11:58:27 ,2021-06-07 11:58:28 ,2021-06-07 11:58:28 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,杨铭宇黄焖鸡米饭        ,杨铭宇黄焖鸡米饭            ,45.00   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2021060722001413481408613197	,16230302106612691213485	,2021-06-07 09:43:31 ,2021-06-07 09:43:35 ,2021-06-07 09:43:35 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,周小霞             ,收钱码收款               ,2.50    ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2021060722001413481408094932	,1020210607091933930364	,2021-06-07 09:19:33 ,2021-06-07 09:19:35 ,2021-06-07 09:19:35 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,成都金控数据服务有限公司    ,天府通扫码乘车             ,1.80    ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
20210607390173639481 	,                    	,2021-06-07 04:18:26 ,                    ,2021-06-07 04:18:26 ,支付宝网站     ,即时到账交易          ,天弘基金管理有限公司      ,余额宝-2021.06.06-收益发放 ,0.15    ,        ,交易成功    ,0.00     ,0.00     ,                    ,已收入      ,
2021060622001413481407982255	,SXA1O136993115044   	,2021-06-06 16:32:36 ,2021-06-06 16:32:37 ,2021-06-06 16:32:37 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,吉泰路店            ,成都全家购物              ,11.00   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2021060622001113481407951178	,T200P1853834691957847864	,2021-06-06 12:49:13 ,2021-06-06 12:49:18 ,2021-06-13 10:02:31 ,淘宝        ,支付宝担保交易         ,天猫超市            ,包邮曼秀雷敦新碧小金帽清爽防晒女面部身体水感防晒露SPF50_80g 等多件,0.00    ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2021060622001413481407867462	,CN_V1_600223219542600742	,2021-06-06 11:38:21 ,2021-06-06 11:38:21 ,2021-06-06 11:38:21 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,菜鸟              ,菜鸟裹裹-寄件费_2270846478_4822458073847864,5.00    ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
20210606389308023481 	,                    	,2021-06-06 05:38:12 ,                    ,2021-06-06 05:38:12 ,支付宝网站     ,即时到账交易          ,天弘基金管理有限公司      ,余额宝-2021.06.05-收益发放 ,0.15    ,        ,交易成功    ,0.00     ,0.00     ,                    ,已收入      ,
2021060522001113481408088249	,T200P1852555395640847864	,2021-06-05 21:23:04 ,2021-06-05 21:23:09 ,2021-06-13 10:02:19 ,淘宝        ,支付宝担保交易         ,天猫超市            ,爱茉莉/RYO红吕修复日常损伤柔顺改善毛躁男士女士洗发水400ml 等多件,0.00    ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2021060522001413481407715490	,104321968670008742203228	,2021-06-05 18:19:26 ,2021-06-05 18:19:27 ,2021-06-05 18:49:28 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,妥妥E行            ,高德地图打车订单            ,21.96   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2021060522001413481407409514	,16228625264612691213485	,2021-06-05 11:08:48 ,2021-06-05 11:08:52 ,2021-06-05 11:08:52 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,桐梓果蔬            ,收钱码收款               ,9.00    ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2021060522001113481407463746	,T200P1850622087024847864	,2021-06-05 10:07:51 ,2021-06-05 10:07:56 ,2021-06-13 10:02:08 ,淘宝        ,支付宝担保交易         ,天猫超市            ,棒倍特开心果500g罐装送礼礼物礼品坚果果仁干果原味健康零食,0.00    ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2021060522001113481407446244	,T200P1850604555773847864	,2021-06-05 10:02:21 ,2021-06-05 10:02:27 ,2021-06-13 10:01:57 ,淘宝        ,支付宝担保交易         ,天猫超市            ,棒倍特开心果500g罐装送礼礼物礼品坚果果仁干果原味健康零食,0.00    ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
20210605381980529481 	,                    	,2021-06-05 05:31:42 ,                    ,2021-06-05 05:31:42 ,支付宝网站     ,即时到账交易          ,天弘基金管理有限公司      ,余额宝-2021.06.04-收益发放 ,0.15    ,        ,交易成功    ,0.00     ,0.00     ,                    ,已收入      ,
2021060422001413481406864773	,11130600721060440801671846478	,2021-06-04 13:00:09 ,2021-06-04 13:00:15 ,2021-06-04 13:00:15 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,上海轩盒            ,松花菜 500g等5类商品       ,18.83   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2021060422001413481406836212	,1020210604092643812942	,2021-06-04 09:26:43 ,2021-06-04 09:26:44 ,2021-06-04 09:26:44 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,成都金控数据服务有限公司    ,天府通扫码乘车             ,1.80    ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
20210604374677584481 	,                    	,2021-06-04 04:40:21 ,                    ,2021-06-04 04:40:21 ,支付宝网站     ,即时到账交易          ,天弘基金管理有限公司      ,余额宝-2021.06.03-收益发放 ,0.15    ,        ,交易成功    ,0.00     ,0.00     ,                    ,已收入      ,
2021060322001113481406790478	,T200P1847688663130847864	,2021-06-03 23:20:14 ,2021-06-03 23:20:18 ,2021-06-13 10:01:43 ,淘宝        ,支付宝担保交易         ,天猫超市            ,包邮欧莱雅护发精油女小金瓶发油修护头发卷发柔顺干枯改善毛躁 等多件,0.00    ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2021060322001413481405916254	,1020210603092801778691	,2021-06-03 09:28:02 ,2021-06-03 09:28:03 ,2021-06-03 09:28:03 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,成都金控数据服务有限公司    ,天府通扫码乘车             ,0.12    ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
20210603367515452481 	,                    	,2021-06-03 05:19:55 ,                    ,2021-06-03 05:19:55 ,支付宝网站     ,即时到账交易          ,天弘基金管理有限公司      ,余额宝-2021.06.02-收益发放 ,0.15    ,        ,交易成功    ,0.00     ,0.00     ,                    ,已收入      ,
20210602110075001506130081866963	,20210602122238167001000005867155	,2021-06-02 13:38:45 ,2021-06-02 13:38:50 ,2021-06-02 13:38:45 ,支付宝网站     ,即时到账交易          ,刘建东             ,钉钉群收款-聚餐            ,18.34   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2021060222001413481405217525	,11120600721060296603410846478	,2021-06-02 12:02:51 ,2021-06-02 12:02:57 ,2021-06-02 12:02:57 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,上海轩盒            ,龙泉水蜜桃350g等5类商品      ,14.32   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2021060222001413481405934593	,46225982569612691213485	,2021-06-02 09:44:16 ,2021-06-02 09:44:21 ,2021-06-02 09:44:20 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,周小霞             ,收钱码收款               ,6.50    ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2021060222001413481405185015	,1020210602091030680956	,2021-06-02 09:10:30 ,2021-06-02 09:10:31 ,2021-06-02 09:10:31 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,成都金控数据服务有限公司    ,天府通扫码乘车             ,1.80    ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
20210602360569603481 	,                    	,2021-06-02 04:53:54 ,                    ,2021-06-02 04:53:54 ,支付宝网站     ,即时到账交易          ,天弘基金管理有限公司      ,余额宝-2021.06.01-收益发放 ,0.11    ,        ,交易成功    ,0.00     ,0.00     ,                    ,已收入      ,
2021060222001113481405576079	,T200P1840810574086847864	,2021-06-02 00:08:58 ,2021-06-02 00:09:03 ,2021-06-12 05:16:15 ,淘宝        ,支付宝担保交易         ,天猫超市            ,hapee/乐益软毛1支装牙刷细丝Q萌果冻家庭装旅行便携深层清洁口腔 等多件,0.00    ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2021060122001113481405858740_1839151944252847864	,T200P1839151944252847864	,2021-06-01 22:12:08 ,                    ,2021-06-01 22:12:08 ,淘宝        ,支付宝担保交易         ,汉祥礼品专营店         ,退款-【狂欢价】手工DIY拼图旋转木质音乐盒八音盒天空之城拼装木制男生女孩礼物,47.33   ,        ,退款成功    ,0.00     ,0.00     ,                    ,已收入      ,
2021060122001113481405309594	,T200P1839151944253847864	,2021-06-01 22:11:12 ,2021-06-01 22:11:20 ,2021-06-11 23:52:22 ,淘宝        ,支付宝担保交易         ,天使旋律旗舰店         ,【狂欢价】手摇diy纸带谱曲钢琴音乐盒谱曲八音盒木质创意生日礼物女友儿童,119.00  ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2021060122001113481405858740	,T200P1839151944252847864	,2021-06-01 22:11:12 ,2021-06-01 22:11:20 ,2021-06-01 22:12:08 ,淘宝        ,支付宝担保交易         ,汉祥礼品专营店         ,【狂欢价】手工DIY拼图旋转木质音乐盒八音盒天空之城拼装木制男生女孩礼物,47.33   ,支出      ,交易关闭    ,0.00     ,47.33    ,                    ,已支出      ,
2021060122001413481405196437	,104321968660002394509605	,2021-06-01 20:28:57 ,2021-06-01 20:28:58 ,2021-06-01 20:58:59 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,高德打车入驻商户        ,高德地图打车订单            ,8.25    ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2021060122001113481404936798	,T200P1839823815677847864	,2021-06-01 12:41:55 ,2021-06-01 12:41:58 ,2021-06-12 08:40:03 ,淘宝        ,支付宝担保交易         ,天猫超市            ,hapee/乐益软毛1支装牙刷细丝Q萌果冻家庭装旅行便携深层清洁口腔 等多件,0.00    ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2021060122001113481405040239_1838667278055847864	,T200P1838667278053847864	,2021-06-01 12:12:20 ,                    ,2021-06-01 12:12:20 ,淘宝        ,支付宝担保交易         ,天猫超市            ,退款-中盐精制食用盐250g加碘食盐小包装家用食用盐细盐食用井矿盐 等多件,0.00    ,        ,退款成功    ,0.00     ,0.00     ,                    ,已收入      ,
2021060122001113481405040239_1838667278054847864	,T200P1838667278053847864	,2021-06-01 12:10:23 ,                    ,2021-06-01 12:10:23 ,淘宝        ,支付宝担保交易         ,天猫超市            ,退款-中盐精制食用盐250g加碘食盐小包装家用食用盐细盐食用井矿盐 等多件,0.00    ,        ,退款成功    ,0.00     ,0.00     ,                    ,已收入      ,
2021060122001413481404941463	,6612660000482200017895053130080609	,2021-06-01 12:04:00 ,2021-06-01 12:04:02 ,2021-06-01 12:04:02 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,咱家猪肝面成都银泰城店     ,咱家猪肝面成都银泰城店         ,16.00   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2021060122001413481404917066	,46225201039612691213485	,2021-06-01 12:01:44 ,2021-06-01 12:01:50 ,2021-06-01 12:01:50 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,我是小鲸鱼(*婧)       ,收钱码收款               ,1.83    ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2021060122001113481405040239	,T200P1838667278053847864	,2021-06-01 10:05:30 ,2021-06-01 10:05:34 ,2021-06-01 12:12:20 ,淘宝        ,支付宝担保交易         ,天猫超市            ,中盐精制食用盐250g加碘食盐小包装家用食用盐细盐食用井矿盐 等多件,0.00    ,支出      ,交易关闭    ,0.00     ,0.00     ,                    ,已支出      ,
2021060122001113481405339674_1838235313940847864	,T200P1838235313940847864	,2021-06-01 09:52:37 ,                    ,2021-06-01 09:52:37 ,淘宝        ,支付宝担保交易         ,天猫超市            ,退款-【进口】安佳金装儿童牛奶190ml*27盒新西兰营养高钙原味0蔗糖,0.00    ,        ,退款成功    ,0.00     ,0.00     ,                    ,已收入      ,
2021060122001113481405339674	,T200P1838235313940847864	,2021-06-01 09:37:06 ,2021-06-01 09:37:09 ,2021-06-01 09:52:37 ,淘宝        ,支付宝担保交易         ,天猫超市            ,【进口】安佳金装儿童牛奶190ml*27盒新西兰营养高钙原味0蔗糖,0.00    ,支出      ,交易关闭    ,0.00     ,0.00     ,                    ,已支出      ,
2021060122001413481405216765	,1020210601092304626692	,2021-06-01 09:23:04 ,2021-06-01 09:23:05 ,2021-06-01 09:23:05 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,成都金控数据服务有限公司    ,天府通扫码乘车             ,1.80    ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
20210601353355058481 	,                    	,2021-06-01 05:31:21 ,                    ,2021-06-01 05:31:21 ,支付宝网站     ,即时到账交易          ,天弘基金管理有限公司      ,余额宝-2021.05.31-收益发放 ,0.09    ,        ,交易成功    ,0.00     ,0.00     ,                    ,已收入      ,
20210601210500101000480017427704	,20210601210500501000480083324756	,2021-06-01 01:58:34 ,2021-06-01 01:58:34 ,2021-06-01 01:58:34 ,支付宝网站     ,即时到账交易          ,天弘基金管理有限公司      ,余额宝-自动转入            ,584.75  ,        ,交易成功    ,0.00     ,0.00     ,                    ,资金转移     ,
2021060122001113481404920866	,T200P1315204423231847864	,2021-06-01 00:17:41 ,2021-06-01 00:17:46 ,2021-06-11 04:49:43 ,淘宝        ,支付宝担保交易         ,天猫超市            ,【加量不加价】旁氏洗面奶洁面乳洁面膏 米粹润泽120g*2+加量部分,0.00    ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
